papipe_peak,papipe_umis
chr17_7591230_r,209
chr17_7591296_f,37
chr17_7594419_f,72
chr17_7594431_r,18
chr17_759452_r,821
chr17_75957377_r,5
chr17_75957961_r,2
chr17_75978083_r,220
chr17_75988561_f,12
chr17_76000586_f,627
chr17_76005998_f,236
chr17_76038785_r,56
chr17_76039111_r,457
chr17_76039568_r,93
chr17_76081021_r,597
chr17_76082157_r,4
chr17_76084672_r,1
chr17_76101295_r,22
chr17_76142469_r,27
chr17_7626234_r,1494
chr17_76265934_f,124
chr17_76266316_f,51
chr17_76268011_f,1410
chr17_76268883_f,92
chr17_76270707_f,727
chr17_76271292_f,5739
chr17_76284168_f,93
chr17_76310933_r,309
chr17_76389457_r,248
chr17_76419283_f,13
chr17_76470897_r,300
chr17_76490869_r,11
chr17_76563582_f,320
chr17_76564772_f,644
chr17_76565343_f,668
chr17_76672296_f,23
chr17_7668421_r,1553
chr17_76712837_r,72
chr17_76718453_r,1223
chr17_76721819_r,21
chr17_76722950_r,305
chr17_76725811_r,112
chr17_76730122_f,127
chr17_76732258_r,14
chr17_76733880_f,859
chr17_76734115_r,5569
chr17_76734837_r,627
chr17_76736156_r,205
chr17_76736620_f,3
chr17_76738542_f,200
chr17_76741638_f,28
chr17_76752956_f,31
chr17_76759083_f,56
chr17_76787155_r,13
chr17_7682230_r,115
chr17_7684224_r,12
chr17_7686320_r,162
chr17_77090291_f,84
chr17_77094985_f,58
chr17_771370_r,63
chr17_77152535_f,168
chr17_77190044_f,4
chr17_77193514_f,73
chr17_772013_f,22
chr17_77214333_f,173
chr17_77217104_f,223
chr17_77261024_r,129
chr17_77322270_f,2
chr17_77373831_f,1
chr17_77442871_f,25
chr17_77455475_r,8
chr17_77464619_r,10
chr17_77468298_f,62
chr17_77500305_f,775
chr17_77500596_f,1213
chr17_77963042_f,9
chr17_77973378_f,14
chr17_77979790_f,57
chr17_78004194_f,69
chr17_78105179_f,5
chr17_78106522_f,88
chr17_78107404_r,383
chr17_78112922_r,1743
chr17_78119802_r,500
chr17_78120177_r,850
chr17_78127908_r,6
chr17_78139728_f,3835
chr17_78140240_f,2369
chr17_78141367_f,760
chr17_78142968_f,4101
chr17_78143276_f,1
chr17_78172720_f,2552
chr17_78174091_r,774
chr17_78178179_f,35
chr17_78187960_f,116
chr17_78195121_f,114
chr17_78197560_f,99
chr17_78224696_f,594
chr17_78225340_f,85
chr17_78328592_f,96
chr17_7836253_f,55
chr17_78379425_f,625
chr17_78381956_f,43
chr17_78389076_r,312
chr17_78391740_f,20
chr17_78392333_f,12
chr17_78394171_f,336
chr17_7840805_f,8
chr17_78408199_f,81
chr17_7841779_r,19
chr17_78417898_f,30
chr17_7842198_f,5
chr17_78422111_f,29
chr17_78424571_f,778
chr17_78433914_f,2
chr17_7844448_f,27
chr17_7847975_f,6
chr17_7854405_f,699
chr17_7854796_f,703
chr17_7856685_r,5059
chr17_78593608_r,3
chr17_7859640_f,26
chr17_78624346_r,1
chr17_78674052_r,1117
chr17_78678586_f,24
chr17_78678985_r,79
chr17_78685227_r,28
chr17_78697325_f,393
chr17_78706489_r,15
chr17_78717480_r,8
chr17_78717910_r,48
chr17_78733289_r,180
chr17_78734751_r,183
chr17_78735732_r,28
chr17_78737399_r,78
chr17_78737947_r,87
chr17_78744115_r,117
chr17_78745578_r,49
chr17_78747982_r,111
chr17_78749462_f,199
chr17_78752232_r,185
chr17_78760899_r,29
chr17_78763099_r,61
chr17_78763794_r,16
chr17_78764139_r,193
chr17_78765875_r,23
chr17_78768415_r,95
chr17_78768710_r,419
chr17_78769386_r,203
chr17_78770437_r,172
chr17_78772997_r,98
chr17_78774786_r,242
chr17_78777038_r,393
chr17_78778297_f,632
chr17_78778899_r,86
chr17_78784055_r,4
chr17_78789197_f,78
chr17_78789407_r,4
chr17_78791153_r,214
chr17_78791542_r,78
chr17_78795652_r,585
chr17_78796883_r,216
chr17_78804625_f,245
chr17_78804767_r,93
chr17_78822323_r,65
chr17_78831225_f,538
chr17_78832135_r,13
chr17_78837917_r,23
chr17_78841823_f,52
chr17_78852977_r,446
chr17_78853243_r,232
chr17_78855552_r,1096
chr17_78867294_f,97
chr17_78884963_f,2
chr17_78890321_r,96
chr17_78891706_r,37
chr17_7890281_f,151
chr17_7890670_f,365
chr17_7891862_f,164
chr17_78919985_r,76
chr17_78923141_r,13
chr17_7892445_f,9
chr17_78987402_r,24
chr17_78989501_r,54
chr17_78991720_r,261
chr17_78999774_r,151
chr17_79041628_f,4
chr17_79071986_f,2
chr17_7907695_f,21
chr17_79086694_f,103
chr17_79088599_f,687
chr17_79091970_f,93
chr17_7912203_f,771
chr17_7912755_f,719
chr17_7913774_r,6
chr17_792509_f,356
chr17_7930349_r,4553
chr17_7931317_r,32
chr17_7933446_f,71
chr17_7945337_f,119
chr17_7946575_f,101
chr17_7949578_f,442
chr17_79565039_f,325
chr17_7970082_f,1173
chr17_79833158_r,2584
chr17_79834945_r,175
chr17_79838593_r,469
chr17_79943856_r,11
chr17_79963792_r,4
chr17_7999375_f,17
chr17_80013054_r,10
chr17_80062257_f,1
chr17_80119875_f,376
chr17_80135264_r,1345
chr17_80140333_r,1062
chr17_80143067_r,281
chr17_80144062_r,34
chr17_80144729_r,128
chr17_80146087_r,421
chr17_80146505_r,436
chr17_80148095_f,6
chr17_80261572_f,78
chr17_80284190_f,46
chr17_80297786_f,13
chr17_80306851_f,11
chr17_8033621_f,18
chr17_80354076_f,3
chr17_80359240_f,22
chr17_80359524_f,86
chr17_80369398_f,25
chr17_80382199_f,368
chr17_80395239_f,520
chr17_80400821_r,5
chr17_80403403_r,13
chr17_80416236_f,371
chr17_80430342_f,107
chr17_8054601_r,16
chr17_80547465_f,4
chr17_80593814_f,8
chr17_80648217_f,1
chr17_80702069_f,1
chr17_80754613_f,22
chr17_80759221_f,81
chr17_80763813_f,10
chr17_80776194_f,20
chr17_80839813_f,3
chr17_80893660_f,5
chr17_80966366_f,141
chr17_81000133_f,325
chr17_81005225_f,67
chr17_81005844_f,138
chr17_81007399_f,13
chr17_81017969_r,74
chr17_81029136_r,369
chr17_81029702_r,148
chr17_81033831_f,67
chr17_81035866_f,17
chr17_81110513_f,98
chr17_81116224_f,219
chr17_8117270_f,2
chr17_81189597_r,126
chr17_81228277_r,497
chr17_81241280_f,3382
chr17_81245004_r,3206
chr17_81245374_r,914
chr17_81247975_r,142
chr17_81250873_r,121
chr17_81294373_r,52
chr17_81302824_r,127
chr17_81304601_r,27
chr17_81307644_r,36
chr17_81311265_r,275
chr17_81324955_r,48
chr17_81327066_r,19
chr17_81339183_r,567
chr17_81340234_r,447
chr17_81342180_r,60
chr17_81344516_r,108
chr17_81344919_r,70
chr17_81345534_r,176
chr17_81346027_f,28
chr17_8137100_r,40
chr17_81374496_r,1
chr17_81389699_r,10
chr17_81398980_f,32
chr17_81399022_r,1
chr17_8140472_r,1063
chr17_8144056_r,1451
chr17_81453491_r,64
chr17_81459076_r,3
chr17_81464657_f,127
chr17_81466330_f,1209
chr17_81480525_r,17
chr17_81509971_r,64918
chr17_81510584_r,1197
chr17_81512356_r,141
chr17_8151948_r,47
chr17_81532234_f,1
chr17_8153451_r,1873
chr17_81539896_r,436
chr17_81556887_r,826
chr17_81558606_r,114
chr17_81558993_r,19
chr17_81561770_r,117
chr17_81565184_r,13
chr17_81568080_f,99
chr17_81577562_r,50
chr17_8157756_f,61
chr17_8159152_r,834
chr17_8160406_r,4675
chr17_81617997_r,18
chr17_81620661_r,23
chr17_81636137_r,566
chr17_81650455_r,67
chr17_81665041_r,1823
chr17_81666899_f,102
chr17_81673389_f,185
chr17_81681187_r,239
chr17_81684695_f,13
chr17_81686345_f,52
chr17_81693008_f,529
chr17_81702121_f,1182
chr17_81702144_r,425
chr17_81707517_f,704
chr17_81721011_f,217
chr17_8172301_f,5
chr17_8173534_r,122
chr17_8179484_f,66
chr17_81808538_r,9
chr17_81822417_r,890
chr17_81829589_r,38
chr17_81833499_r,30763
chr17_81835627_f,1335
chr17_81835790_r,66
chr17_81836145_r,525
chr17_81837612_f,644
chr17_81843161_r,10012
chr17_81843747_r,71
chr17_81844004_r,44
chr17_81847906_r,750
chr17_81848736_f,1419
chr17_81850495_r,362
chr17_81854241_r,26
chr17_81855445_r,33
chr17_81855888_r,949
chr17_81856183_r,646
chr17_81856666_r,1170
chr17_81858257_f,342
chr17_81859486_r,496
chr17_81861392_f,30
chr17_81867721_r,10578
chr17_8186991_f,6
chr17_81870155_r,25
chr17_81871132_r,42
chr17_81877292_r,62
chr17_81878430_r,131
chr17_81878787_r,45
chr17_81887845_r,2121
chr17_81897018_r,29
chr17_81900254_f,5056
chr17_81902907_r,92
chr17_81911939_r,1233
chr17_81918270_r,1802
chr17_81921831_r,5923
chr17_81922491_r,49
chr17_81986456_f,220
chr17_81998167_f,6
chr17_82017406_f,249
chr17_82018703_r,1842
chr17_82031153_f,221
chr17_82034204_f,87
chr17_82035881_r,1970
chr17_8204739_r,521
chr17_82047902_r,958
chr17_82050362_r,2
chr17_82057470_f,1282
chr17_82057880_r,2029
chr17_82078461_r,1493
chr17_8209039_r,26
chr17_82094546_r,7
chr17_82097203_r,12
chr17_82098042_r,54
chr17_82101470_r,569
chr17_82111397_r,33
chr17_8213317_f,293
chr17_82199455_r,1
chr17_82201095_r,16
chr17_82207733_r,10
chr17_8220801_r,267
chr17_82212417_r,36
chr17_82223825_r,11
chr17_82229543_f,46
chr17_82235190_f,3
chr17_82239546_f,390
chr17_82244370_f,86
chr17_82244380_r,1855
chr17_82246504_f,10
chr17_8224817_r,117
chr17_82248185_f,37
chr17_82251827_f,419
chr17_82255330_r,28
chr17_82256359_r,61
chr17_82256752_r,564
chr17_82257359_r,1508
chr17_82257419_f,29
chr17_82258853_r,192
chr17_82265488_r,1543
chr17_82266450_r,36
chr17_82268740_r,45
chr17_82271381_r,163
chr17_8227821_r,111
chr17_8229725_r,10
chr17_82297794_f,65
chr17_82314873_r,443
chr17_8233050_r,4
chr17_82337303_r,1
chr17_8235919_r,16
chr17_8237774_r,79
chr17_82390116_r,63
chr17_82392458_r,223
chr17_82393135_r,1
chr17_82420095_f,77
chr17_82420563_f,42
chr17_82424636_r,32
chr17_82442643_f,320
chr17_82442644_r,1017
chr17_82447972_r,11
chr17_82457889_r,49
chr17_82460766_f,98
chr17_82462535_f,140
chr17_8247330_r,624
chr17_82473882_f,51
chr17_82481730_f,403
chr17_82488261_f,1500
chr17_82490536_f,32
chr17_82495277_f,125
chr17_82502967_f,8
chr17_82521163_f,137
chr17_82521170_r,23
chr17_82528319_f,218
chr17_82529407_r,106
chr17_82534074_f,1463
chr17_82537619_f,909
chr17_82537917_f,436
chr17_82539260_f,329
chr17_82543795_r,150
chr17_82546135_r,77
chr17_82552237_f,23
chr17_82588563_f,54
chr17_82589883_f,39
chr17_82602388_f,636
chr17_82604602_f,113
chr17_82614564_r,710
chr17_82624625_r,304
chr17_82624945_r,214
chr17_82634150_f,161
chr17_82635174_r,47
chr17_82686123_r,30
chr17_8270485_f,302
chr17_82708672_f,92
chr17_82727984_f,406
chr17_82752739_f,1
chr17_8277960_f,23
chr17_82816694_f,43
chr17_82821121_f,15
chr17_8287764_r,156
chr17_8290092_f,615
chr17_82917428_r,9
chr17_82919477_f,15
chr17_82921213_f,19
chr17_82942156_r,460
chr17_82942704_f,625
chr17_82943796_r,718
chr17_82946471_r,41
chr17_82951011_r,28
chr17_82951579_r,100
chr17_82966228_r,408
chr17_82977147_r,3
chr17_83027699_f,124
chr17_83035197_r,487
chr17_83040373_r,39
chr17_83048021_r,1090
chr17_83050898_r,36
chr17_83079972_f,20
chr17_83080370_f,26
chr17_83094847_f,222
chr17_83095122_f,45
chr17_83154868_r,45
chr17_83200830_f,8
chr17_8375030_r,12
chr17_8377607_r,61025
chr17_8381042_r,82
chr17_8436481_f,36
chr17_8437068_f,151
chr17_8437556_f,203
chr17_8446901_f,34
chr17_8460005_f,30
chr17_8466172_f,81
chr17_8468163_f,495
chr17_8486526_f,123
chr17_8571928_r,7
chr17_861848_r,1
chr17_8772227_r,2
chr17_8877895_r,36
chr17_8878916_r,421
chr17_8902276_r,300
chr17_8903918_r,332
chr17_8914328_r,18
chr17_8933897_r,17
chr17_8938410_r,312
chr17_8948042_f,243
chr17_8955781_r,9
chr17_8958776_r,669
chr17_8960272_r,20
chr17_8964304_r,38
chr17_8964813_r,82
chr17_8968414_f,46
chr17_8969954_f,14
chr17_9250471_r,753
chr17_9285089_r,4
chr17_9307800_r,2
chr17_9345869_r,173
chr17_9348967_r,17
chr17_9355521_r,133
chr17_9356008_r,16
chr17_9362871_r,5
chr17_9364548_r,13
chr17_9372802_r,49
chr17_9439027_r,13
chr17_9471055_r,85
chr17_9553321_r,13
chr17_9650416_r,1
chr17_9714674_f,13
chr17_9729687_f,17
chr17_9755864_r,156
chr17_9910804_r,535
chr17_9913069_r,58
chr17_9913541_r,10
chr17_9914044_r,850
chr17_9915860_r,118
chr17_9927080_r,22
chr17_995435_r,3
chr17_9959227_r,46
chr17_9973273_r,114
chr17_9984075_r,5
chr18_10538445_f,25
chr18_10546364_f,205
chr18_10672115_r,1
chr18_10812985_r,282
chr18_10883485_f,1
chr18_10908037_r,1
chr18_11370386_r,5
chr18_11641631_r,1
chr18_11852698_f,1690
chr18_11854353_f,425
chr18_11884053_r,332
chr18_11890914_r,15
chr18_11906920_r,69
chr18_11979590_r,31
chr18_11984967_f,54
chr18_12030873_f,461
chr18_12309838_f,24
chr18_12310490_f,817
chr18_12312279_f,240
chr18_12312999_f,1675
chr18_12315503_f,87
chr18_12317153_f,706
chr18_12323380_f,103
chr18_12324369_f,329
chr18_12326568_f,1756
chr18_12329115_r,734
chr18_12331476_f,204
chr18_12339236_f,27
chr18_12342978_r,25
chr18_12358694_r,39
chr18_12427690_f,18
chr18_12456841_r,37
chr18_12488261_r,62
chr18_12491523_r,331
chr18_12514454_r,28
chr18_12620885_r,3
chr18_12635493_r,5
chr18_12640517_r,150
chr18_12641851_r,231
chr18_12666352_f,2
chr18_12671667_r,37
chr18_12695578_r,14
chr18_12707202_f,14
chr18_12712018_f,9
chr18_12713454_f,24
chr18_12715492_f,25
chr18_12716718_f,62
chr18_12718916_f,40
chr18_12725740_f,2355
chr18_12785478_r,828
chr18_12792758_r,50
chr18_12793683_r,62
chr18_12794402_r,153
chr18_12795479_r,12
chr18_12818192_r,119
chr18_12825231_r,106
chr18_12838004_r,4
chr18_12840847_r,30
chr18_12852074_r,20
chr18_12861771_r,32
chr18_12865979_r,11
chr18_12879392_r,69
chr18_12881096_r,66
chr18_12883893_r,1750
chr18_12923549_f,3
chr18_12946933_r,311
chr18_12947511_f,1
chr18_12949471_r,169
chr18_12957428_f,64
chr18_12963699_f,34
chr18_12985720_f,299
chr18_12987531_f,391
chr18_12993245_f,30
chr18_12996431_f,53
chr18_13019194_f,24
chr18_13022614_f,9
chr18_13029877_f,42
chr18_13032194_f,43
chr18_13033099_f,97
chr18_13049948_f,64
chr18_13070156_f,100
chr18_13107883_f,247
chr18_13125043_f,218
chr18_13381795_r,77
chr18_13465365_f,24
chr18_13466539_f,150
chr18_13473202_f,23
chr18_13490673_f,23
chr18_13500146_f,119
chr18_13503791_f,216
chr18_13564580_f,83
chr18_13566532_r,46
chr18_13582139_f,18
chr18_13592231_f,2
chr18_13611746_f,11
chr18_13615746_f,7
chr18_13636801_r,3
chr18_13645909_f,34
chr18_13646734_f,29
chr18_13713217_r,8
chr18_13725636_r,27
chr18_13728718_f,16
chr18_13731819_f,2480
chr18_13735873_f,3
chr18_13737195_f,438
chr18_13739785_f,201
chr18_13745758_f,640
chr18_13746724_f,17
chr18_13749079_f,145
chr18_13764555_f,432
chr18_13767842_f,1
chr18_14092927_r,1
chr18_14106096_r,16
chr18_14206815_f,2
chr18_14300661_f,2
chr18_160324_f,1484
chr18_161945_f,13
chr18_163516_f,148
chr18_164839_f,166
chr18_166640_f,24
chr18_171008_f,754
chr18_177422_f,451
chr18_182155_f,182
chr18_183123_f,63
chr18_184112_f,94
chr18_184767_f,268
chr18_190237_f,25
chr18_191297_f,186
chr18_193144_f,89
chr18_193560_f,69
chr18_196025_f,749
chr18_196523_f,468
chr18_205618_f,184
chr18_20949927_r,522
chr18_20950713_r,110
chr18_20952698_r,11
chr18_20959904_r,29
chr18_20967869_r,916
chr18_20979965_r,233
chr18_20984231_r,788
chr18_20987098_r,133
chr18_20989519_r,187
chr18_209911_r,5
chr18_20995664_r,2
chr18_21009485_r,613
chr18_21012559_r,225
chr18_21026957_r,378
chr18_21037969_r,24
chr18_21049372_r,48
chr18_21057137_r,144
chr18_21068039_r,381
chr18_21071201_r,516
chr18_21072700_r,2
chr18_21077850_r,52
chr18_21080536_r,2
chr18_21083243_r,188
chr18_21086130_r,428
chr18_21090728_r,20
chr18_21097532_r,7
chr18_21098747_r,18
chr18_21101874_r,137
chr18_21103477_r,413
chr18_21107096_r,33
chr18_21108649_r,702
chr18_21110871_r,611
chr18_21164436_f,24
chr18_212048_f,656
chr18_212852_f,89
chr18_214246_r,105
chr18_214520_r,421
chr18_214629_f,386
chr18_21494866_r,1
chr18_21522004_f,86
chr18_21529309_r,147
chr18_21531893_f,126
chr18_21532150_r,23
chr18_21533257_r,34
chr18_21534647_r,39
chr18_21535684_r,99
chr18_21543061_r,24
chr18_21556317_r,32
chr18_21560379_r,262
chr18_21562889_r,210
chr18_21569119_r,50
chr18_21573492_r,229
chr18_21574541_r,204
chr18_21575359_r,101
chr18_21586398_r,110
chr18_21589847_r,160
chr18_215910_f,6
chr18_21598567_r,76
chr18_21601364_f,42
chr18_21601934_r,79
chr18_21613854_f,398
chr18_21621996_f,14
chr18_21623908_f,3279
chr18_21625301_f,47
chr18_21626637_f,105
chr18_21629235_f,2577
chr18_21640656_r,15
chr18_21650904_r,177
chr18_21663995_r,70
chr18_21667262_r,100
chr18_21672746_r,12
chr18_21681409_r,51
chr18_21696568_r,54
chr18_21697094_r,346
chr18_21700827_f,123
chr18_21744628_f,6
chr18_21745221_f,53
chr18_21864742_f,7
chr18_21865919_f,164
chr18_21868819_f,143
chr18_21869923_f,80
chr18_22096113_f,2
chr18_22653035_r,6
chr18_22723491_r,14
chr18_22974401_f,5
chr18_23000740_f,93
chr18_23002448_f,18
chr18_23016870_f,16
chr18_23020682_f,7
chr18_23026486_f,117
chr18_23183308_f,1
chr18_23226893_f,2
chr18_232895_r,44
chr18_23315870_r,4
chr18_234291_r,201
chr18_23452943_r,86
chr18_23456553_f,387
chr18_23459610_f,108
chr18_23464565_f,299
chr18_23465079_f,346
chr18_23466689_f,1037
chr18_23467026_f,855
chr18_23470716_f,69
chr18_23471607_f,409
chr18_23472232_f,254
chr18_23473610_f,294
chr18_23475462_f,218
chr18_23477766_f,735
chr18_23478072_f,424
chr18_23482624_f,498
chr18_23483140_f,1605
chr18_23488739_f,232
chr18_23504509_f,21
chr18_23509055_f,26
chr18_23511488_f,5
chr18_23572384_r,32
chr18_23579323_r,9
chr18_23583106_f,52
chr18_237178_r,330
chr18_23791056_r,4
chr18_23854983_f,4
chr18_23989536_f,1
chr18_24020288_f,1160
chr18_24028143_f,30
chr18_24039713_f,66
chr18_24040070_f,47
chr18_24049106_f,8
chr18_24050563_f,230
chr18_24067245_f,23
chr18_24087264_f,7
chr18_24091672_f,80
chr18_24093178_f,160
chr18_24105020_f,268
chr18_24119395_f,7
chr18_24131020_f,76
chr18_24135969_f,123
chr18_24162045_r,171
chr18_24170367_r,142
chr18_24194318_r,77
chr18_24204582_r,94
chr18_24206058_r,10
chr18_24222021_r,16
chr18_24299701_r,118
chr18_24303431_r,135
chr18_24327062_r,304
chr18_24328060_r,176
chr18_24330962_r,156
chr18_24347163_r,88
chr18_24351347_f,79
chr18_24360480_r,38
chr18_243672_r,33
chr18_24402715_f,11
chr18_24436210_f,3
chr18_244509_r,123
chr18_24451596_f,184
chr18_24453528_f,201
chr18_246388_r,103
chr18_25079879_r,2
chr18_252629_f,1
chr18_25294853_f,11
chr18_2565566_r,4
chr18_259954_r,17
chr18_26018170_r,50
chr18_26036706_r,18
chr18_26043307_r,16
chr18_26046676_r,138
chr18_260481_r,15
chr18_26066732_r,99
chr18_26067059_r,442
chr18_26068146_r,94
chr18_26073265_r,25
chr18_26074592_r,26
chr18_26079942_r,745
chr18_26082478_r,62
chr18_26085740_r,215
chr18_2615188_f,32
chr18_2616634_f,148
chr18_26169310_r,3
chr18_26228635_f,204
chr18_26233307_f,17
chr18_26258921_f,1
chr18_26350269_f,42
chr18_26359899_r,2
chr18_26362873_f,21
chr18_26454974_r,7
chr18_2657951_r,206
chr18_2658092_f,74
chr18_2658820_f,45
chr18_2659763_f,2187
chr18_2660997_f,354
chr18_2661669_f,1151
chr18_2662924_r,8
chr18_2664075_f,45
chr18_26644755_f,2
chr18_2679480_f,213
chr18_26809704_f,134
chr18_2681412_f,1486
chr18_2682054_f,17
chr18_2685119_r,306
chr18_2688688_f,725
chr18_2690821_f,230
chr18_2691213_f,20
chr18_269143_f,48
chr18_2694435_f,28
chr18_2695299_f,110
chr18_2704254_f,135
chr18_2704558_f,344
chr18_2706510_f,820
chr18_2711332_f,22
chr18_2713299_f,83
chr18_2717344_f,55
chr18_2718478_f,158
chr18_2721567_f,160
chr18_2722535_f,17
chr18_2724207_f,17
chr18_2728547_f,92
chr18_2728829_f,1715
chr18_2729724_r,38
chr18_2735068_f,584
chr18_2735677_f,221
chr18_2736978_f,461
chr18_2739559_f,83
chr18_2740910_f,82
chr18_2746194_f,341
chr18_2781005_f,71
chr18_2781647_f,815
chr18_2782157_f,40
chr18_2783252_f,49
chr18_2784699_f,647
chr18_2785647_f,803
chr18_2794042_f,11
chr18_2796094_f,76
chr18_2799156_f,110
chr18_2802411_f,11
chr18_2802929_f,308
chr18_2803608_f,469
chr18_2805017_f,217
chr18_2815550_f,2
chr18_2848593_f,3161
chr18_2850690_f,354
chr18_2851062_f,2823
chr18_2852336_f,265
chr18_2856226_f,774
chr18_2857618_f,16
chr18_2858484_f,18
chr18_2859000_f,29
chr18_2859252_f,15
chr18_2869279_f,294
chr18_2870234_f,849
chr18_2873036_f,985
chr18_2873706_f,241
chr18_2876000_r,448
chr18_2888714_f,137
chr18_2889156_r,19
chr18_2889715_r,59
chr18_2890937_f,134
chr18_2896435_f,13
chr18_2896989_f,91
chr18_2897852_f,227
chr18_2900644_f,7
chr18_2902721_f,390
chr18_2914066_f,2211
chr18_2914712_f,66
chr18_2918569_f,2
chr18_2923419_f,71
chr18_29375592_f,1
chr18_2951177_r,231
chr18_2971747_f,58
chr18_2998685_r,56
chr18_3008899_r,159
chr18_3020883_r,1
chr18_3066812_r,6
chr18_31203018_f,2
chr18_31829941_r,306
chr18_31856347_r,12
chr18_31895746_r,13
chr18_31916127_r,16
chr18_31936514_r,33
chr18_31937256_r,2
chr18_32031484_f,86
chr18_32037390_r,28
chr18_32038067_r,87
chr18_32046214_f,143
chr18_32050900_r,528
chr18_32067103_f,23
chr18_32068558_f,83
chr18_32073192_f,165
chr18_32090702_r,11
chr18_32090990_r,91
chr18_32091297_r,137
chr18_32091700_r,35
chr18_32096570_f,544
chr18_32096906_f,541
chr18_32099429_f,46
chr18_32102220_r,91
chr18_32109885_f,59
chr18_32112680_f,1159
chr18_32117518_f,121
chr18_32118829_f,716
chr18_32119731_f,25
chr18_32120687_f,123
chr18_32121133_f,1006
chr18_32129302_f,285
chr18_32130715_f,597
chr18_32131560_f,414
chr18_32135035_f,278
chr18_32136305_f,102
chr18_3246283_r,102
chr18_3248637_f,328
chr18_3249998_f,212
chr18_3251155_f,213
chr18_3256236_f,9798
chr18_3259979_r,28
chr18_3262920_f,283
chr18_3263187_f,216
chr18_3265084_f,48
chr18_3278188_f,8305
chr18_3278541_f,18
chr18_3448974_r,1403
chr18_34493145_r,170
chr18_34494752_f,244
chr18_34495272_f,55
chr18_34497696_f,633
chr18_3450365_f,55
chr18_34503750_f,30
chr18_34507881_f,98
chr18_34511258_f,331
chr18_34513752_f,976
chr18_34514043_f,198
chr18_34514513_f,35
chr18_34515598_f,160
chr18_34519294_f,71
chr18_34520489_f,614
chr18_34525726_f,32
chr18_34528412_f,102
chr18_34528889_f,21
chr18_34534199_f,39
chr18_3453685_f,493
chr18_34539256_f,120
chr18_34542682_f,533
chr18_34544479_f,79
chr18_34545831_f,4
chr18_34559355_f,37
chr18_34562951_f,10
chr18_34571601_f,456
chr18_3458411_f,516
chr18_34584412_f,225
chr18_34598865_f,59
chr18_34606400_f,61
chr18_34613505_f,14
chr18_34619882_f,85
chr18_34632005_f,2
chr18_34643075_f,35
chr18_34694138_f,33
chr18_34696575_f,300
chr18_34712935_f,22
chr18_34727516_f,13
chr18_34759158_f,43
chr18_34796677_f,145
chr18_34827799_f,39
chr18_34843890_f,151
chr18_34891351_f,345
chr18_34902621_f,11
chr18_35042937_f,2045
chr18_35053393_f,512
chr18_35054926_f,32
chr18_35055955_f,335
chr18_35060990_f,10
chr18_35064000_f,256
chr18_35099616_f,19
chr18_35129542_f,3
chr18_35141851_f,459
chr18_35249652_f,57
chr18_35256753_r,5
chr18_35258448_r,1
chr18_35306319_f,491
chr18_35308110_f,226
chr18_35329561_r,3
chr18_35332227_r,112
chr18_35334832_r,23
chr18_35335227_r,264
chr18_35336932_r,31
chr18_35338898_r,57
chr18_35339956_r,33
chr18_35342768_r,399
chr18_35468333_r,402
chr18_35499286_f,2
chr18_35580734_r,120
chr18_35582373_f,35
chr18_35584238_f,55
